id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,detailed-label
8.0,43784,3724.0,23,1,0,3.092018,0,0,0,99,99,0,4.0,3,180,0,0,1.0,0
10.0,28704,6071.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,40,0,0,1.0,0
14.0,38128,3826.0,53,2,2,0.000753,90,90,4,99,99,0,2.0,2,146,2,146,1.0,0
10.0,13486,4339.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,40,0,0,1.0,0
10.0,28704,5400.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,40,0,0,1.0,0
8.0,46660,1051.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,0
10.0,13486,6593.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,40,0,0,1.0,0
10.0,29360,5340.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,40,0,0,1.0,0
8.0,59252,7346.0,23,1,0,3.15498,0,0,0,99,99,0,4.0,3,180,0,0,1.0,0
9.0,43746,4576.0,8080,1,0,99.0,99,99,0,99,99,0,4.0,1,40,0,0,1.0,0
10.0,28704,2689.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,40,0,0,1.0,0
10.0,28704,5579.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,40,0,0,1.0,0
9.0,43746,377.0,8080,1,0,99.0,99,99,0,99,99,0,4.0,1,40,0,0,1.0,0
10.0,10803,1648.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,40,0,0,1.0,0
8.0,54440,2962.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,0
8.0,55342,6788.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,0
10.0,55288,584.0,23,1,0,99.0,99,99,0,99,99,0,4.0,1,40,0,0,1.0,0
