id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,detailed-label
2.0,56818,253.0,6667,1,0,3.144948,0,0,0,99,99,0,2.0,3,180,0,0,1.0,2
2.0,52664,253.0,6667,1,6,4.852994,75,243,3,99,99,0,62.0,9,567,7,615,1.0,2
2.0,52646,253.0,6667,1,6,2.122294,75,243,3,99,99,0,62.0,8,507,7,615,1.0,2
0.0,52340,85.0,4554,1,0,5e-06,0,0,0,99,99,0,2.0,2,120,0,0,1.0,2
0.0,51280,85.0,4554,1,0,0.220122,11,11,4,99,99,0,46.0,12,686,12,590,1.0,2
10.0,56305,296.0,22,1,4,3.50065,589,1801,4,99,99,0,54.0,13,1273,15,2589,0.0,1
10.0,49050,121.0,22,1,4,2.893972,589,1769,4,99,99,0,54.0,13,1129,15,2373,0.0,1
2.0,50716,253.0,6667,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,1.0,2
5.0,50406,105.0,45,1,0,3.129962,0,0,0,99,99,0,2.0,3,180,0,0,1.0,2
2.0,56634,253.0,6667,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,1.0,2
9.0,38064,78.0,50,1,0,3.098238,0,0,0,99,99,0,2.0,3,180,0,0,0.0,2
10.0,38527,322.0,22,1,4,7.780058,589,2225,4,99,99,0,54.0,15,1385,16,3073,0.0,1
5.0,51032,105.0,45,1,0,3.148218,0,0,0,99,99,0,2.0,3,180,0,0,1.0,2
7.0,42314,69.0,23,1,0,3.44878,0,0,5,99,99,0,83.0,6,360,2,80,1.0,1
9.0,35364,78.0,50,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,0.0,2
9.0,45696,209.0,50,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,0.0,2
2.0,52500,253.0,6667,1,6,2.114802,74,242,3,99,99,0,62.0,8,506,6,562,1.0,2
2.0,49542,253.0,6667,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,1.0,2
9.0,44612,209.0,50,1,0,3.155949,0,0,0,99,99,0,2.0,3,180,0,0,0.0,2
0.0,52664,85.0,4554,1,0,3.111484,0,0,0,99,99,0,2.0,6,360,0,0,1.0,2
1.0,50518,156.0,6667,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,1.0,2
2.0,49970,253.0,6667,1,0,3.124735,0,0,0,99,99,0,2.0,3,180,0,0,1.0,2
9.0,46056,209.0,50,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,0.0,2
9.0,46532,209.0,50,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,0.0,2
9.0,35716,78.0,50,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,0.0,2
9.0,47148,209.0,50,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,0.0,2
2.0,56728,253.0,6667,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,1.0,2
9.0,43344,209.0,50,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,0.0,2
5.0,50598,105.0,45,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,1.0,2
9.0,46676,209.0,50,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,0.0,2
9.0,37740,78.0,50,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,0.0,2
5.0,49250,105.0,45,1,0,99.0,99,99,0,99,99,0,2.0,1,60,0,0,1.0,2
