id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,detailed-label
4.0,55520,3.0,57722,1,0,0.054717,0,0,5,99,99,0,11.0,1,60,1,40,0.0,4
2.0,59256,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,56156,3.0,57722,1,0,3.166192,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
2.0,54876,3.0,57722,1,0,3.156941,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,53726,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,38178,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
1.0,54196,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
5.0,50814,2.0,666,1,0,3.080256,0,0,0,99,99,0,4.0,6,360,0,0,1.0,4
2.0,33942,3.0,57722,1,0,3.124976,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,46904,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,37184,3.0,57722,1,0,3.158704,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
4.0,57990,3.0,57722,1,0,0.050468,0,0,5,99,99,0,11.0,1,60,1,40,0.0,4
5.0,41794,2.0,666,1,0,1.5e-05,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
2.0,36228,3.0,57722,1,0,3.088755,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
5.0,43686,2.0,666,1,0,5e-06,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
2.0,40940,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,36524,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,41586,3.0,57722,1,0,3.095447,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
4.0,57222,3.0,57722,1,0,3.172196,0,0,5,99,99,0,11.0,3,180,1,40,0.0,4
2.0,55900,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,35530,3.0,57722,1,0,3.148952,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
2.0,36366,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,39784,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,57726,3.0,57722,1,0,3.138954,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
2.0,34700,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,37230,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
1.0,54354,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
5.0,45064,2.0,666,1,0,3.100488,0,0,0,99,99,0,4.0,6,360,0,0,1.0,4
2.0,34572,3.0,57722,1,0,3.087983,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
4.0,58168,3.0,57722,1,0,0.049966,0,0,5,99,99,0,11.0,1,60,1,40,0.0,4
5.0,43308,2.0,666,1,0,5e-06,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
2.0,57790,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
4.0,33278,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,0.0,4
1.0,54036,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
1.0,47330,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
5.0,49652,2.0,666,1,0,1.2e-05,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
2.0,36664,3.0,57722,1,0,3.109223,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
2.0,57958,3.0,57722,1,0,3.085247,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
2.0,39206,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
4.0,54822,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,0.0,4
1.0,54098,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,56000,3.0,57722,1,0,3.150697,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,48570,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
4.0,58890,3.0,57722,1,0,3.126463,0,0,0,99,99,0,4.0,3,180,0,0,0.0,4
2.0,55912,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
5.0,47372,2.0,666,1,0,1.3e-05,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
3.0,33200,1.0,23,1,0,0.114192,0,0,5,99,99,0,11.0,2,120,2,80,1.0,5
2.0,59218,3.0,57722,1,0,3.122964,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
5.0,50582,2.0,666,1,0,1.2e-05,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
2.0,33050,3.0,57722,1,0,3.115724,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,51174,2.0,666,1,0,3.11923,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
5.0,44502,2.0,666,1,0,3.148489,0,0,0,99,99,0,4.0,6,360,0,0,1.0,4
1.0,49538,2.0,666,1,0,3.116974,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,54242,2.0,666,1,0,3.105727,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,47416,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
4.0,35526,3.0,57722,1,0,7.184897,0,0,0,99,99,0,4.0,3,180,0,0,0.0,4
5.0,50066,2.0,666,1,0,1.2e-05,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
2.0,36066,3.0,57722,1,0,3.147447,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,46736,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
4.0,60106,3.0,57722,1,0,0.050469,0,0,5,99,99,0,11.0,1,60,1,40,0.0,4
2.0,58512,3.0,57722,1,0,3.133215,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,48382,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,58720,3.0,57722,1,0,3.104992,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,51308,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
4.0,58296,3.0,57722,1,0,3.110222,0,0,0,99,99,0,4.0,3,180,0,0,0.0,4
5.0,45876,2.0,666,1,0,6e-06,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
5.0,49402,2.0,666,1,0,1.1e-05,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
1.0,51928,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
5.0,45932,2.0,666,1,0,3.087744,0,0,0,99,99,0,4.0,6,360,0,0,1.0,4
5.0,44036,2.0,666,1,0,5e-06,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
2.0,40234,3.0,57722,1,0,3.149182,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,47926,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,33226,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,59086,3.0,57722,1,0,3.153945,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,54218,2.0,666,1,0,3.126468,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
2.0,36912,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
5.0,49854,2.0,666,1,0,1.1e-05,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
2.0,39200,3.0,57722,1,0,3.088242,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
2.0,57588,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
4.0,34662,3.0,57722,1,0,3.148467,0,0,0,99,99,0,4.0,3,180,0,0,0.0,4
4.0,57034,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,0.0,4
2.0,37134,3.0,57722,1,0,3.127199,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
5.0,45514,2.0,666,1,0,1.2e-05,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
1.0,53780,2.0,666,1,0,3.100233,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
2.0,33538,3.0,57722,1,0,3.118717,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
2.0,36508,3.0,57722,1,0,3.131218,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
2.0,32836,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
1.0,50452,2.0,666,1,0,3.125215,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
4.0,55516,3.0,57722,1,0,0.049955,0,0,5,99,99,0,11.0,1,60,1,40,0.0,4
4.0,35430,3.0,57722,1,0,0.055214,0,0,5,99,99,0,11.0,1,60,1,40,0.0,4
3.0,35140,1.0,23,1,0,0.124435,0,0,5,99,99,0,11.0,2,120,2,80,1.0,5
2.0,40298,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
1.0,47296,2.0,666,1,0,1.043402,0,0,0,99,99,0,4.0,2,120,0,0,1.0,4
2.0,58994,3.0,57722,1,0,3.10123,0,0,0,99,99,0,4.0,3,180,0,0,1.0,4
1.0,50470,2.0,666,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
2.0,33092,3.0,57722,1,0,99.0,99,99,0,99,99,0,4.0,1,60,0,0,1.0,4
