0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.6434556938277781,0.000351000351000351,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
0.6434556938277781,0.000351000351000351,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
0.6123288099556,0.000351000351000351,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,5.364044274821444e-05,0.0,0.0,0.3333333333333333,0.0
0.795775748858733,0.000351000351000351,0.5,0.0,7.099073427375447e-05,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.00022545372562281593,0.0003754830992375011,0.0,0.0,0.3333333333333333,0.0
0.448705521856044,0.000351000351000351,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
0.6256800700393972,0.000351000351000351,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,5.364044274821444e-05,0.0,0.0,0.3333333333333333,0.0
0.5197142142455131,0.000351000351000351,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,5.364044274821444e-05,0.0,0.0,0.3333333333333333,0.0
0.6434556938277781,0.000351000351000351,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
0.8532455756362954,0.000351000351000351,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
0.8532455756362954,0.000351000351000351,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
0.6838690513413795,0.12330794939490591,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
0.8456162841598399,0.000351000351000351,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,5.364044274821444e-05,0.0,0.0,0.3333333333333333,0.0
0.5303451941717215,0.000351000351000351,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,5.364044274821444e-05,0.0,0.0,0.3333333333333333,0.0
0.6838690513413795,0.12330794939490591,0.5,0.0,0.0022334714050836683,0.005094951366373321,0.005094951366373321,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
